tool_id,brand,tool_type,material,source_file
corpus:Widia:3ER3TR,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ER8NPT,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ER8RD,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ER8UN,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ER8W,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ERA60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ERAG55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ERAG60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ERG55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ERG60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IL12UN,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ILA55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3ILAG60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR05ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR075ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR10ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR115NPT,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR11W,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR125ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR12UN,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR14NPT,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR14W,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR15ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR16UN,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR175ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR18UN,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR20ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR20UN,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR25ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR30ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR8RD,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IR8UN,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IRA55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IRA60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IRAG55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IRAG60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IRG55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:3IRG60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4ER4TR,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4ER5TR,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4ERN55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4ERN60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4ILN60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4IR35ISO,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4IR4RD,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4IRN55,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:4IRN60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:5ER6TR,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:5IRQ60,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:90°1°47´PMAPIRoundKNSHcataloguenumberRCESSCTPITPF,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
"corpus:Widia:C38RDAdditionalInsertIndustryThreadInformationSizeIdentificationB—ButtressIndicatesAPIordrillingindustryformdesignation(e.g.,F—Finepitch10RD,8RD,.038)orcontrolledrootS—StubAcmeradiusthreadinginsertsindicatetherootradiusin.001""C—Crestingincrements(NJ,NJF,NJP,NJK)orMindicatesmetricP—PositiverakeISOthreadK—Finepitch,positiveTTopThreadinsertdimensionsATinsertsizemmmm12,542,5425,563,8138,744,95411,516,48517,489,65611,519,7387,9311,13NJFNDC-V-MNTCNANTNT-K",Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:cataloguenumber,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCGT060202AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCGT060204AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCGT060208AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCGT120402AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCGT120404AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCGT120408AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCGW060204FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT060202,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT060202FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT060204,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT0602041P,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT060204FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT060204MP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT0602081P,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT060208FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT060208MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT090304,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT090304MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT090308,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT090308MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT120404FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT120404MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT120408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT120408FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT120408MP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT120408MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMT120412MP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMW060202,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMW060204,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMW090302,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMW090304,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMW090308,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMW120404,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CCMW120408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:chipcontrol—K,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA120404FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA120404T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA120408EMT,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA120408FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA120408T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA120412T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA120416T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA160612T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGA160616T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGG120401FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGG120402FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGG120404FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGG120408FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGG120412FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGN120404T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGN120408T01020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGN120408T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGN120412T01020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGN120412T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGN120712T01020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGN120712T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGP120401,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGP120402,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGP120404,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGP120408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNGX120712T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA120404,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA120408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA120412,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA120416,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA160612,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA160616,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA190608,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA190612,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMA190616,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120404,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120404FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120404MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120404MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120404UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120404UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408FW,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408MW,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120408UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120412FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120412MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120412MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120412MW,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120412RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120412UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120412UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120416MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120416MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120416RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG120416UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160608MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160608MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160608RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160608UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160612MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160612MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160612RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160612UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160616MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160616RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG160616UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190608MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190608RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190612,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190612MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190612MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190612RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190612UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190616MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190616MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190616RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190616UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMG190624RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMM190616SR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMM190624SR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMM250924SR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMP120404,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMP120408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMP120412,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMP190612,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMP190616,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMX120712T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CNMX120716T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CPGW060204FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CPGW060204FWST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CPGW060208FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CPMT060204FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:CuttingSpeed—vcm/min,Widia,threading_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCGT070202AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCGT070204AL,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCGW070204FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT070202FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT070204,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT070204FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT070204MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT070208FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT070208MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT150404FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT150404MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT150408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT150408FP,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT150408MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT150412,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMT150412MU,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMW070204,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMW070204FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DCMW150408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150404T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150408EMT,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150408FST,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150408T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150412EMT,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150412T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150604T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150608T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGA150612T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG110402FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG110404FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG110408FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG150401FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG150402FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG150404FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG150408FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG150412FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG150604FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGG150608FS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGP150404,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGX120712T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGX150712T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNGX150716T02020,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMA110408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMA150408,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMA150412,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMA150608,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMA150612,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMA150616,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110404FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110404ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110404UF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110404UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110408FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110408ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110408MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110408MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110408UF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110408UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110408UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110412ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG110412UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150404FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150404ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150404MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150404MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150404UF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150404UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408MW,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408UF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150408UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150412ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150412MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150412MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150412UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150604FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150604ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150604MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150604MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150604UF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150604UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608MW,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608UF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150608UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612FF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612ML,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612MR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612MS,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612UF,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150612UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150616RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150616UM,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG150616UR,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
corpus:Widia:DNMG190612RH,Widia,turning_tool,carbide,corpus:widia-2022-extracted.json
