tool_id,brand,tool_type,grade_name,iso,toolpath,op,cut,strategy,dia_in,flutes,vc_sfm,rpm,fz_in,feed_ipm,ap_in,ae_in,coolant,css,hb_min,hb_max,flute_source,source_file
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Finish,milling,finishing,conventional,0.007,4,1509,822599,0.0008,2590.86,0.007,0.0051,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,HSM,milling,finishing,hsm,0.007,4,1962,1069378,0.0008,3368.12,0.0011,0.0035,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,Rough,milling,roughing,conventional,0.007,4,1497,815893,0.0014,4625.54,0.007,0.0035,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,HEM Adaptive,milling,roughing,adaptive,0.007,4,2096,1142250,0.0017,7770.9,0.014,0.0007,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,Trochoidal,milling,roughing,trochoidal,0.007,4,2245,1223839,0.0018,9019.79,0.0175,0.0006,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,Slot,milling,roughing,slot,0.007,4,1198,652714,0.0013,3330.38,0.0035,0.007,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,Ramp,milling,roughing,plunge,0.007,4,1048,571125,0.0007,1618.94,0.007,0.0035,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,Semi,milling,semi_finishing,conventional,0.007,4,1640,894129,0.0011,3942.62,0.007,0.0035,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,Finish,milling,finishing,conventional,0.007,4,1886,1028248,0.0008,3238.58,0.007,0.0051,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Brass (N),N,HSM,milling,finishing,hsm,0.007,4,2452,1336723,0.0008,4210.15,0.0011,0.0035,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,Rough,milling,roughing,conventional,0.007,4,599,326357,0.0014,1850.21,0.007,0.0035,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,HEM Adaptive,milling,roughing,adaptive,0.007,4,838,456900,0.0017,3108.36,0.014,0.0007,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,Trochoidal,milling,roughing,trochoidal,0.007,4,898,489536,0.0018,3607.92,0.0175,0.0006,flood,0,40,100,record,Accupro_catalog
